isla;municipio_nombre;especie_nombre;raza_nombre;tipo_animal_ganado_nombre;censo
Lanzarote;Tinajo;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;20
Lanzarote;San Bartolomé;Conejos;Común Pardo Español;Otro;20
Lanzarote;Haría;Patos;Desconocido;Granjas de producción para huevos;20
Lanzarote;Yaiza;Bovinos;Jersey;Cebo;19
Lanzarote;Tías;Conejos;Californiana;Madres;19
Lanzarote;Haría;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;19
Lanzarote;Teguise;Ovinos;Canaria de Pelo;Reproductores macho;18
Lanzarote;Yaiza;Caballos;Mestiza;Hembras de vientre con más de 36 meses;16
Lanzarote;Tinajo;Porcinos;Negra Canaria;Cerdas;16
Lanzarote;Teguise;Caballos;Mestiza;No reproductores con más de 36 meses;16
Lanzarote;Teguise;Asnos;Majorera;Hembras de vientre con más de 36 meses;16
Lanzarote;Arrecife;Ovinos;Canaria;Reproductoras hembra;16
Lanzarote;Teguise;Porcinos;Negra Canaria;Cerdas;15
Lanzarote;San Bartolomé;Ocas;Desconocido;Granjas de producción para huevos;15
Lanzarote;San Bartolomé;Gallinas;Desconocido;Granjas de producción para carne;15
Lanzarote;Yaiza;Porcinos;Negra Canaria;Reposición;14
Lanzarote;Yaiza;Bovinos;Jersey;Reposición;14
Lanzarote;Tías;Conejos;Común Gris Español;Reposición;14
Lanzarote;Teguise;Abejas;Negra Canaria;Estante;14
Lanzarote;Haría;Patos;Desconocido;Granjas de producción para carne;14
Lanzarote;Teguise;Caballos;Mestiza;Hembras de vientre con más de 36 meses;13
Lanzarote;Haría;Ovinos;Canaria;No reproductores menores de 4 meses;13
Lanzarote;Yaiza;Porcinos;Negra Canaria;Lechones;12
Lanzarote;Yaiza;Conejos;Desconocido;Cebo;12
Lanzarote;Yaiza;Caballos;Mestiza;No reproductores con más de 36 meses;12
Lanzarote;Tías;Abejas;Negra Canaria;Estante;12
Lanzarote;Teguise;Patos;Desconocido;Granjas de producción para huevos;12
Lanzarote;Teguise;Conejos;Neozelandés;Reproductoras hembra;12
Lanzarote;San Bartolomé;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;12
Lanzarote;Tías;Gallinas;Desconocido;Granjas de producción para huevos. Campera;11
Lanzarote;Tinajo;Ovinos;Canaria de Pelo;Reproductores macho;11
Lanzarote;Tinajo;Ovinos;Canaria;Reproductores macho;11
Lanzarote;Tinajo;Caballos;Mestiza;No reproductores con más de 36 meses;11
Lanzarote;Yaiza;Caprinos;Agrupación Canaria;Reproductoras hembra;10
Lanzarote;Tías;Codornices;Desconocido;Granjas de producción para carne;10
Lanzarote;Tías;Bovinos;Frisona Europea;Reproductoras hembra;10
Lanzarote;Tinajo;Pavos;Desconocido;Granjas de multiplicación para huevos;10
Lanzarote;Tinajo;Patos;Desconocido;Granjas de producción para huevos;10
Lanzarote;Tinajo;Ovinos;Desconocido;No reproductores menores de 4 meses;10
Lanzarote;Tinajo;Conejos;Californiana;Reposición;10
Lanzarote;Teguise;Porcinos;Negra Canaria;Verracos;10
Lanzarote;Teguise;Ovinos;Canaria;Reproductores macho;10
Lanzarote;Teguise;Conejos;Californiana;Madres;10
Lanzarote;San Bartolomé;Conejos;Común Pardo Español;Madres;10
Lanzarote;Haría;Abejas;Negra Canaria;Estante;10
Lanzarote;Arrecife;Conejos;Híbrido Selecto;Reposición;10
Lanzarote;Yaiza;Porcinos;Negra Canaria;Cerdas;9
Lanzarote;Tías;Ovinos;Canaria de Pelo;Reproductores macho;9
Lanzarote;Tías;Caballos;Mestiza;Hembras de vientre con más de 36 meses;9
Lanzarote;Tinajo;Asnos;Majorera;Hembras de vientre con más de 36 meses;9
Lanzarote;Teguise;Asnos;Majorera;Sementales con más de 36 meses;9
Lanzarote;San Bartolomé;Porcinos;Negra Canaria;Cerdas;9
Lanzarote;San Bartolomé;Ovinos;Canaria de Pelo;Reproductores macho;9
Lanzarote;Haría;Asnos;Mestiza;Hembras de vientre con más de 36 meses;9
Lanzarote;Arrecife;Asnos;Majorera;Hembras de vientre con más de 36 meses;9
Lanzarote;Yaiza;Abejas;Negra Canaria;Trashumante;8
Lanzarote;Tías;Caprinos;Majorera;No reproductores menores de 4 meses;8
Lanzarote;Tinajo;Conejos;Californiana;Madres;8
Lanzarote;Haría;Ovinos;Canaria de Pelo;Reproductores macho;8
Lanzarote;Haría;Ovinos;Canaria;No reproductores de 4 a 12 meses;8
Lanzarote;Yaiza;Ovinos;Canaria de Pelo;Reproductores macho;7
Lanzarote;Tías;Bovinos;Frisona Europea;Reproductores macho;7
Lanzarote;Tinajo;Asnos;Mestiza;Hembras de vientre con más de 36 meses;7
Lanzarote;Tinajo;Asnos;Majorera;Animales mayores de 12 meses y menores de 36 meses;7
Lanzarote;Teguise;Dromedarios;Desconocido;Total;7
Lanzarote;Teguise;Bovinos;Mestiza;Reproductores macho;7
Lanzarote;Haría;Porcinos;Mestiza;Cebo;7
Lanzarote;Haría;Conejos;Californiana;Madres;7
Lanzarote;Tías;Conejos;Común Pardo Español;Madres;6
Lanzarote;Tinajo;Porcinos;Negra Canaria;Reposición;6
Lanzarote;Teguise;Asnos;Mestiza;Hembras de vientre con más de 36 meses;6
Lanzarote;San Bartolomé;Asnos;Andaluz;Hembras de vientre con más de 36 meses;6
Lanzarote;Haría;Porcinos;Negra Canaria;Cerdas;6
Lanzarote;Haría;Ovinos;Canaria;Reproductores macho;6
Lanzarote;Yaiza;Porcinos;Mestiza;Verracos;5
Lanzarote;Yaiza;Porcinos;Ibérico;Verracos;5
Lanzarote;Yaiza;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;5
Lanzarote;Yaiza;Conejos;Desconocido;Madres;5
Lanzarote;Tías;Porcinos;Negra Canaria;Cerdas;5
Lanzarote;Tías;Conejos;Común Gris Español;Madres;5
Lanzarote;Tías;Caprinos;Majorera;Reproductoras hembra;5
Lanzarote;Tinajo;Porcinos;Negra Canaria;Verracos;5
Lanzarote;Tinajo;Porcinos;Negra Canaria;Recría/Transición;5
Lanzarote;Tinajo;Dromedarios;Desconocido;Total;5
Lanzarote;Teguise;Conejos;Californiana;Padres;5
Lanzarote;Teguise;Bovinos;Frisona Europea;Reproductoras hembra;5
Lanzarote;San Bartolomé;Porcinos;Mestiza;Recría/Transición;5
Lanzarote;San Bartolomé;Pavos;Desconocido;Granjas de producción para carne;5
Lanzarote;San Bartolomé;Patos;Desconocido;Granjas de producción para huevos;5
Lanzarote;San Bartolomé;Caballos;Otro;Hembras de vientre con más de 36 meses;5
Lanzarote;Haría;Porcinos;Mestiza;Cerdas;5
Lanzarote;Haría;Pavos;Desconocido;Granjas de producción para carne;5
Lanzarote;Arrecife;Ovinos;Canaria;No reproductores menores de 4 meses;5
Lanzarote;Arrecife;Ovinos;Canaria;No reproductores de 4 a 12 meses;5
Lanzarote;Yaiza;Porcinos;Negra Canaria;Verracos;4
Lanzarote;Yaiza;Porcinos;Negra Canaria;Cebo;4
Lanzarote;Yaiza;Abejas;Negra Canaria;Estante;4
Lanzarote;Tías;Pavos;Desconocido;Granjas de cría para huevos (aves de explotación);4
Lanzarote;Tías;Conejos;Californiana;Padres;4
Lanzarote;Tías;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;4
Lanzarote;Tías;Caballos;Mestiza;No reproductores con más de 36 meses;4
Lanzarote;Tinajo;Caballos;Anglo-Árabe;Hembras de vientre con más de 36 meses;4
Lanzarote;Tinajo;Bovinos;Mestiza;Cebo;4
Lanzarote;Teguise;Conejos;Neozelandés;Reproductores macho;4
Lanzarote;Teguise;Caballos;Pura Sangre Inglés (PSI);No reproductores con más de 36 meses;4
Lanzarote;Teguise;Bovinos;Mestiza;Reproductoras hembra;4
Lanzarote;Teguise;Asnos;Majorera;Animales mayores de 12 meses y menores de 36 meses;4
Lanzarote;San Bartolomé;Porcinos;Mestiza;Cerdas;4
Lanzarote;San Bartolomé;Pavos;Desconocido;Granjas de multiplicación para carne;4
Lanzarote;Haría;Conejos;Californiana;Padres;4
Lanzarote;Haría;Codornices;Desconocido;Granjas de cría para carne;4
Lanzarote;Haría;Asnos;Majorera;Hembras de vientre con más de 36 meses;4
Lanzarote;Arrecife;Caprinos;Majorera;Reproductores macho;4
Lanzarote;Yaiza;Bovinos;Jersey;Reproductores macho;3
Lanzarote;Yaiza;Asnos;Majorera;Hembras de vientre con más de 36 meses;3
Lanzarote;Tías;Ovinos;Canaria;No reproductores de 4 a 12 meses;3
Lanzarote;Tías;Caprinos;Otro;Reproductoras hembra;3
Lanzarote;Tías;Caprinos;Majorera;No reproductores de 4 a 12 meses;3
Lanzarote;Tías;Caprinos;Agrupación Canaria;No reproductores de 4 a 12 meses;3
Lanzarote;Tinajo;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;3
Lanzarote;Tinajo;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;3
Lanzarote;Tinajo;Asnos;Mestiza;Sementales con más de 36 meses;3
Lanzarote;Teguise;Pavos;Desconocido;Granjas de producción para huevos;3
Lanzarote;Teguise;Caprinos;Majorera;Cebo;3
Lanzarote;Teguise;Asnos;Mestiza;Sementales con más de 36 meses;3
Lanzarote;San Bartolomé;Porcinos;Negra Canaria;Lechones;3
Lanzarote;San Bartolomé;Patos;Desconocido;Granjas de producción para carne;3
Lanzarote;San Bartolomé;Conejos;Californiana;Padres;3
Lanzarote;San Bartolomé;Asnos;Andaluz;Sementales con más de 36 meses;3
Lanzarote;Haría;Porcinos;Negra Canaria;Lechones;3
Lanzarote;Haría;Caprinos;Otro;Reproductoras hembra;3
Lanzarote;Arrecife;Porcinos;Mestiza;Lechones;3
Lanzarote;Yaiza;Conejos;Desconocido;Padres;2
Lanzarote;Yaiza;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;2
Lanzarote;Yaiza;Asnos;Majorera;No reproductores con más de 36 meses;2
Lanzarote;Tías;Porcinos;Negra Canaria;Verracos;2
Lanzarote;Tías;Porcinos;Mestiza;Lechones;2
Lanzarote;Tías;Perdices;Desconocido;Granjas de producción para carne;2
Lanzarote;Tías;Ovinos;Canaria de Pelo;No reproductores de 4 a 12 meses;2
Lanzarote;Tías;Ovinos;Canaria de Pelo;Cebo;2
Lanzarote;Tías;Conejos;Común Pardo Español;Padres;2
Lanzarote;Tías;Caprinos;Otro;No reproductores de 4 a 12 meses;2
Lanzarote;Tías;Caprinos;Majorera;Reproductores macho;2
Lanzarote;Tías;Caprinos;Agrupación Canaria;Reproductoras hembra;2
Lanzarote;Tías;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;2
Lanzarote;Tías;Asnos;Majorera;Sementales con más de 36 meses;2
Lanzarote;Tinajo;Ovinos;Desconocido;Reproductores macho;2
Lanzarote;Tinajo;Conejos;Californiana;Padres;2
Lanzarote;Tinajo;Caballos;Mestiza;Hembras de vientre con más de 36 meses;2
Lanzarote;Tinajo;Asnos;Majorera;Sementales con más de 36 meses;2
Lanzarote;Tinajo;Asnos;Andaluz;Hembras de vientre con más de 36 meses;2
Lanzarote;Teguise;Porcinos;Negra Canaria;Reposición;2
Lanzarote;Teguise;Porcinos;Mestiza;Cerdas;2
Lanzarote;Teguise;Patos;Desconocido;Granjas de cría para huevos (aves de explotación);2
Lanzarote;Teguise;Ovinos;Canaria de Pelo;Cebo;2
Lanzarote;Teguise;Ovinos;Canaria;No reproductores de 4 a 12 meses;2
Lanzarote;Teguise;Conejos;Desconocido;Reposición;2
Lanzarote;Teguise;Conejos;Desconocido;Madres;2
Lanzarote;Teguise;Conejos;Californiana;Reproductoras hembra;2
Lanzarote;Teguise;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;2
Lanzarote;Teguise;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;2
Lanzarote;Teguise;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;2
Lanzarote;Teguise;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;2
Lanzarote;Teguise;Caballos;Pony Shetland;No reproductores con más de 36 meses;2
Lanzarote;Teguise;Caballos;Otro;Sementales con más de 36 meses;2
Lanzarote;Teguise;Caballos;Otro;Hembras de vientre con más de 36 meses;2
Lanzarote;Teguise;Bovinos;Frisona Europea;Reproductores macho;2
Lanzarote;San Bartolomé;Porcinos;Negra Canaria;Verracos;2
Lanzarote;San Bartolomé;Porcinos;Mestizo LW-BB;Cerdas;2
Lanzarote;San Bartolomé;Porcinos;Mestiza;Verracos;2
Lanzarote;San Bartolomé;Conejos;Común Pardo Español;Padres;2
Lanzarote;San Bartolomé;Caballos;Pony Shetland;Hembras de vientre con más de 36 meses;2
Lanzarote;San Bartolomé;Bovinos;Mestiza;Reproductores macho;2
Lanzarote;San Bartolomé;Asnos;Majorera;Hembras de vientre con más de 36 meses;2
Lanzarote;San Bartolomé;Abejas;Negra Canaria;Estante;2
Lanzarote;Haría;Porcinos;Negra Canaria;Cebo;2
Lanzarote;Haría;Porcinos;Mestiza;Verracos;2
Lanzarote;Haría;Caballos;Póney Cruzado;Hembras de vientre con más de 36 meses;2
Lanzarote;Haría;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;2
Lanzarote;Haría;Caballos;Pony Shetland;Sementales con más de 36 meses;2
Lanzarote;Haría;Asnos;Mestiza;No reproductores con más de 36 meses;2
Lanzarote;Arrecife;Porcinos;Negra Canaria;Lechones;2
Lanzarote;Arrecife;Ovinos;Canaria de Pelo;Reproductores macho;2
Lanzarote;Arrecife;Asnos;Mestiza;Hembras de vientre con más de 36 meses;2
Lanzarote;Yaiza;Caprinos;Mestiza;Reproductoras hembra;1
Lanzarote;Yaiza;Caprinos;Agrupación Canaria;Reproductores macho;1
Lanzarote;Yaiza;Camellos;Desconocido;Total;1
Lanzarote;Yaiza;Caballos;Shire;Hembras de vientre con más de 36 meses;1
Lanzarote;Yaiza;Caballos;Pura Sangre Inglés (PSI);Sementales con más de 36 meses;1
Lanzarote;Yaiza;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;1
Lanzarote;Yaiza;Caballos;Pura Raza Española (PRE);Hembras de vientre con más de 36 meses;1
Lanzarote;Yaiza;Asnos;Mestiza;Sementales con más de 36 meses;1
Lanzarote;Yaiza;Asnos;Mestiza;Hembras de vientre con más de 36 meses;1
Lanzarote;Yaiza;Asnos;Mestiza;Animales con menos de 6 meses;1
Lanzarote;Tías;Ovinos;Canaria;Reproductores macho;1
Lanzarote;Tías;Conejos;Común Gris Español;Padres;1
Lanzarote;Tías;Conejos;Californiana;Reposición;1
Lanzarote;Tías;Caprinos;Otro;Reproductores macho;1
Lanzarote;Tías;Caprinos;Agrupación Canaria;Reproductores macho;1
Lanzarote;Tías;Caballos;Póney Cruzado;No reproductores con más de 36 meses;1
Lanzarote;Tías;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;1
Lanzarote;Tías;Caballos;Otro;No reproductores con más de 36 meses;1
Lanzarote;Tías;Caballos;Mestiza;Sementales con más de 36 meses;1
Lanzarote;Tías;Bovinos;Limousin;Reproductores macho;1
Lanzarote;Tías;Bovinos;Jersey;Reproductores macho;1
Lanzarote;Tías;Bovinos;Jersey;Reproductoras hembra;1
Lanzarote;Tías;Bovinos;Canaria;Reproductores macho;1
Lanzarote;Tías;Bovinos;Canaria;Reproductoras hembra;1
Lanzarote;Tías;Asnos;Mestiza;Hembras de vientre con más de 36 meses;1
Lanzarote;Tías;Asnos;Mestiza;Animales mayores de 12 meses y menores de 36 meses;1
Lanzarote;Tías;Asnos;Majorera;Hembras de vientre con más de 36 meses;1
Lanzarote;Tinajo;Porcinos;Mestiza;Lechones;1
Lanzarote;Tinajo;Ovinos;Canaria de Pelo;Cebo;1
Lanzarote;Tinajo;Conejos;Silvestre;Padres;1
Lanzarote;Tinajo;Conejos;Silvestre;Madres;1
Lanzarote;Tinajo;Conejos;Híbrido Selecto;Reposición;1
Lanzarote;Tinajo;Caprinos;Majorera;Cebo;1
Lanzarote;Tinajo;Caballos;Pura Raza Árabe (PRA);Hembras de vientre con más de 36 meses;1
Lanzarote;Tinajo;Caballos;Pura Raza Española (PRE);Sementales con más de 36 meses;1
Lanzarote;Tinajo;Caballos;Pony Shetland;Sementales con más de 36 meses;1
Lanzarote;Tinajo;Caballos;Hispano-Árabe;Hembras de vientre con más de 36 meses;1
Lanzarote;Tinajo;Caballos;Hispano-Árabe;Animales con menos de 6 meses;1
Lanzarote;Tinajo;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;1
Lanzarote;Tinajo;Asnos;Mestiza;No reproductores con más de 36 meses;1
Lanzarote;Tinajo;Asnos;Mestiza;Animales mayores de 12 meses y menores de 36 meses;1
Lanzarote;Tinajo;Asnos;Mestiza;Animales con menos de 6 meses;1
Lanzarote;Tinajo;Asnos;Majorera;No reproductores con más de 36 meses;1
Lanzarote;Tinajo;Asnos;Majorera;Animales mayores de 6 meses y menores de 12 meses;1
Lanzarote;Tinajo;Asnos;Andaluz;Animales mayores de 6 meses y menores de 12 meses;1
Lanzarote;Teguise;Ovinos;Mestiza;Reproductoras hembra;1
Lanzarote;Teguise;Conejos;Desconocido;Padres;1
Lanzarote;Teguise;Caprinos;Otro;Reproductores macho;1
Lanzarote;Teguise;Caprinos;Desconocido;Reproductores macho;1
Lanzarote;Teguise;Caprinos;Desconocido;Reproductoras hembra;1
Lanzarote;Teguise;Caballos;Quarter Horse;No reproductores con más de 36 meses;1
Lanzarote;Teguise;Caballos;Póney Cruzado;Sementales con más de 36 meses;1
Lanzarote;Teguise;Caballos;Pony Shetland;Sementales con más de 36 meses;1
Lanzarote;Teguise;Caballos;Pony Shetland;Hembras de vientre con más de 36 meses;1
Lanzarote;Teguise;Caballos;Otro;No reproductores con más de 36 meses;1
Lanzarote;Teguise;Caballos;Mestiza;Sementales con más de 36 meses;1
Lanzarote;Teguise;Caballos;Anglo-Árabe;No reproductores con más de 36 meses;1
Lanzarote;Teguise;Bovinos;Mestiza;Reposición;1
Lanzarote;Teguise;Bovinos;Mestiza;Cebo;1
Lanzarote;Teguise;Asnos;Mestiza;No reproductores con más de 36 meses;1
Lanzarote;Teguise;Asnos;Majorera;No reproductores con más de 36 meses;1
Lanzarote;Teguise;Asnos;Majorera;Animales mayores de 6 meses y menores de 12 meses;1
Lanzarote;Teguise;Asnos;Majorera;Animales con menos de 6 meses;1
Lanzarote;San Bartolomé;Porcinos;Mestizo LW-BB;Lechones;1
Lanzarote;San Bartolomé;Porcinos;Mestiza;Reposición;1
Lanzarote;San Bartolomé;Porcinos;Mestiza;Lechones;1
Lanzarote;San Bartolomé;Dromedarios;Desconocido;Total;1
Lanzarote;San Bartolomé;Conejos;Californiana;Madres;1
Lanzarote;San Bartolomé;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;1
Lanzarote;San Bartolomé;Caballos;Pura Raza Española (PRE);No reproductores con más de 36 meses;1
Lanzarote;San Bartolomé;Caballos;Pura Raza Española (PRE);Animales con menos de 6 meses;1
Lanzarote;San Bartolomé;Caballos;Pony Shetland;No reproductores con más de 36 meses;1
Lanzarote;San Bartolomé;Caballos;Otro;Sementales con más de 36 meses;1
Lanzarote;San Bartolomé;Bovinos;Mestiza;Reproductoras hembra;1
Lanzarote;San Bartolomé;Bovinos;Mestiza;Cebo;1
Lanzarote;San Bartolomé;Asnos;Mestiza;Hembras de vientre con más de 36 meses;1
Lanzarote;San Bartolomé;Asnos;Andaluz;No reproductores con más de 36 meses;1
Lanzarote;Haría;Porcinos;Mestiza;Reposición;1
Lanzarote;Haría;Mulas;Mestiza;No reproductores con más de 36 meses;1
Lanzarote;Haría;Caprinos;Otro;Reproductores macho;1
Lanzarote;Haría;Caballos;Póney Cruzado;Sementales con más de 36 meses;1
Lanzarote;Haría;Caballos;Mestiza;No reproductores con más de 36 meses;1
Lanzarote;Haría;Asnos;Mestiza;Sementales con más de 36 meses;1
Lanzarote;Haría;Asnos;Mestiza;Animales mayores de 12 meses y menores de 36 meses;1
Lanzarote;Haría;Asnos;Mestiza;Animales con menos de 6 meses;1
Lanzarote;Haría;Asnos;Majorera;Animales con menos de 6 meses;1
Lanzarote;Arrecife;Porcinos;Negra Canaria;Verracos;1
Lanzarote;Arrecife;Porcinos;Negra Canaria;Cerdas;1
Lanzarote;Arrecife;Porcinos;Mestiza;Cerdas;1
Lanzarote;Arrecife;Porcinos;Mestiza;Cebo;1
Lanzarote;Arrecife;Ovinos;Canaria;Reproductores macho;1
Lanzarote;Arrecife;Caballos;Pura Sangre Inglés (PSI);Sementales con más de 36 meses;1
Lanzarote;Arrecife;Caballos;Pura Sangre Inglés (PSI);No reproductores con más de 36 meses;1
Lanzarote;Arrecife;Caballos;Pura Sangre Inglés (PSI);Hembras de vientre con más de 36 meses;1
Lanzarote;Arrecife;Caballos;Mestiza;No reproductores con más de 36 meses;1
Lanzarote;Arrecife;Caballos;Anglo-Árabe;Hembras de vientre con más de 36 meses;1
Lanzarote;Arrecife;Asnos;Mestiza;No reproductores con más de 36 meses;1
Lanzarote;Arrecife;Asnos;Majorera;Sementales con más de 36 meses;1
La Palma;Tazacorte;Lubina o robalo (Dicentrarchus labrax);No aplicable;Nº de adultos de engorde;1800000
La Palma;Tazacorte;Dorada (Sparus aurata);No aplicable;Nº de adultos de engorde;1800000
La Palma;Barlovento;Gallinas;Desconocido;Granjas de producción para huevos. En jaula;36992
La Palma;Puntallana;Conejos;Común Gris Español;Cebo;2500
La Palma;Garafía;Caprinos;Palmera;Reproductoras hembra;1890
La Palma;Puntagorda;Caprinos;Palmera;Reproductoras hembra;1355
La Palma;El Paso;Caprinos;Palmera;Reproductoras hembra;1225
La Palma;Puntallana;Caprinos;Palmera;Reproductoras hembra;1129
La Palma;Villa de Mazo;Caprinos;Palmera;Reproductoras hembra;914
La Palma;Los Llanos de Aridane;Conejos;Híbrido Selecto;Cebo;700
La Palma;Puntagorda;Caprinos;Majorera;Reproductoras hembra;690
La Palma;Breña Baja;Conejos;Híbrido Selecto;Cebo;600
La Palma;Villa de Mazo;Abejas;Negra Canaria;Estante;585
La Palma;Santa Cruz de La Palma;Caprinos;Palmera;Reproductoras hembra;570
La Palma;Barlovento;Caprinos;Palmera;Reproductoras hembra;553
La Palma;Villa de Mazo;Porcinos;Mestiza;Recría/Transición;531
